ASVID	Restore6_1	Restore6_2	Restore6_3	Restore6_4	Restore9_1	Restore9_2	Restore9_3	Restore9_4	Phylum	Abundance
BACasv652	0.000837315	0.0004158	0	0	0	0	0	0	Chloroflexi	0.000156639
BACasv653	0.000837315	0	0	0	0	0	0	0	Proteobacteria	0.000104664
BACasv654	0.000492538	0.000642601	0	0.000210093	0	0	0	0	Chloroflexi	0.000168154
BACasv655	0.000837315	0.000642601	0.000684073	0.000252111	0	0	0	0	Proteobacteria	0.000302013
BACasv656	0	0.000642601	0	0.00029413	0	0	0	0	Chloroflexi	0.000117091
BACasv657	0	0.000642601	0	0.000714316	0	0	0	0	Proteobacteria	0.000169615
BACasv658	0	0	0.000969103	0	0	0	0	0	Actinobacteria	0.000121138
BACasv659	0	0	0.000969103	0.000420186	0	0	0.000455314	0	Proteobacteria	0.000230575
BACasv661	0	0	0.000969103	0.000630279	0	0	0	0	Dependentiae	0.000199923
BACasv662	0	0	0.000969103	0	0	0	0	0.0001153	Proteobacteria	0.00013555
BACasv663	0	0	0.000342036	0.000714316	0	0	0	0	Proteobacteria	0.000132044
BACasv664	0	0	0	0.000714316	0	0	0	0	Chloroflexi	8.93E-05
BACasv665	0	0	0	0	0	0.000421261	0	0	Firmicutes	5.27E-05
BACasv666	0	0	0	0	0	0	0.001105763	0	Firmicutes	0.00013822
BACasv667	0	0.0004158	0	0	0	0	0.001105763	0.000518852	Actinobacteria	0.000255052
BACasv668	0	0	0.000342036	0.000420186	0	0	0	0.000980053	Bacteroidetes	0.000217784
BACasv671	0.000788061	0	0	0	0	0	0.000455314	0	Gemmatimonadetes	0.000155422
BACasv672	0	0	0	0	0.000688413	0.000223021	0	0	Bacteroidetes	0.000113929
BACasv673	0	0	0	0	0	0.00014868	0	0	Proteobacteria	0.000018585
BACasv674	0.000788061	0	0	0	0	0	0	0	Actinobacteria	9.85E-05
BACasv675	0.000788061	0.000567001	0	0	0	0	0	0	Gemmatimonadetes	0.000169383
BACasv676	0.00039403	0.000604801	0	0.000504223	0	0	0	0	Bacteroidetes	0.000187882
BACasv677	0	0.000604801	0	0	0	0	0	0	Acidobacteria	7.56E-05
BACasv679	0	0.000604801	0.000912097	0.000462204	0	0	0.000910628	0	Proteobacteria	0.000361216
BACasv680	0.000492538	0	0.000342036	0.000672297	0	0	0	0	Proteobacteria	0.000188359
BACasv681	0.000591046	0	0	0.000672297	0	0	0	0	Proteobacteria	0.000157918
BACasv682	0	0.0002646	0	0.000672297	0	0	0	0	Planctomycetes	0.000117112
BACasv683	0	0	0	0	0	0.000396481	0	0	Firmicutes	4.96E-05
BACasv684	0.000738807	0.0003024	0.000456048	0.000210093	0	0	0	0.000922403	Proteobacteria	0.000328719
BACasv685	0.000295523	0.000189	0.000399042	0.000504223	0	0	0	0.000922403	Chloroflexi	0.000288774
BACasv690	0	0	0	0	0	0.000198241	0	0	Cyanobacteria	2.48E-05
BACasv691	0.000738807	0.000567001	0	0	0	0	0	0	Bacteroidetes	0.000163226
BACasv692	0.000738807	0.000756001	0	0.000252111	0	0	0	0	Dependentiae	0.000218365
BACasv693	0.000738807	0	0.000741079	0	0	0	0	0	Actinobacteria	0.000184986
BACasv694	0.000738807	0.000680401	0.000684073	0	0	0	0	0	Gemmatimonadetes	0.00026291
BACasv695	0.000640299	0.000567001	0	0	0	0	0	0.000807103	Proteobacteria	0.0002518
BACasv696	0	0.000567001	0	0	0	0	0	0	Verrucomicrobia	7.09E-05
BACasv697	0	0.000567001	0	0	0	0	0	0	Planctomycetes	7.09E-05
BACasv698	0	0.000567001	0	0	0	0	0	0	Bacteroidetes	7.09E-05
BACasv699	0.001182091	0.000567001	0	0.000252111	0	0	0	0.000634152	Chloroflexi	0.000329419
BACasv700	0.000197015	0.001020601	0	0	0	0	0	0	Proteobacteria	0.000152202
BACasv702	0	0	0.000855091	0	0	0	0	0	Proteobacteria	0.000106886
BACasv703	0.000246269	0	0.000855091	0	0	0	0	0	Acidobacteria	0.00013767
BACasv704	0	0	0.000855091	0	0	0	0	0	Proteobacteria	0.000106886
BACasv705	0	0	0.000855091	0.000420186	0	0	0	0	Proteobacteria	0.00015941
BACasv706	0	0.0004536	0	0.000630279	0	0	0	0	Proteobacteria	0.000135485
BACasv707	0	0	0	0.000630279	0	0	0	0	Elusimicrobia	7.88E-05
BACasv708	0	0	0	0	0.000794323	0	0	0	Actinobacteria	9.93E-05
BACasv709	0	0	0	0	0	0.000371701	0	0	Firmicutes	4.65E-05
BACasv710	0	0	0	0	0	0	0.000975673	0	Proteobacteria	0.000121959
BACasv711	0.000443284	0	0	0	0	0	0	0.000864753	Proteobacteria	0.000163505
BACasv712	0	0	0	0	0	0.00014868	0	0	Proteobacteria	0.000018585
BACasv713	0.000689553	0.0002268	0	0	0	0	0	0	Actinobacteria	0.000114544
BACasv714	0.000492538	0.000529201	0	0	0	0	0	0	Bacteroidetes	0.000127717
BACasv715	0	0.000869401	0	0.00029413	0	0	0	0	Acidobacteria	0.000145441
BACasv717	0	0	0.000798085	0	0	0	0	0	Acidobacteria	9.98E-05
BACasv718	0	0	0	0.00058826	0	0	0	0	Acidobacteria	7.35E-05
BACasv719	0	0.0001134	0.000627066	0.00058826	0	0	0	0	Proteobacteria	0.000166091
BACasv720	0.000492538	0.0001512	0.000741079	0.00058826	0	0	0	0	Chlamydiae	0.000246635
BACasv721	0.000295523	0.000189	0	0.000756334	0	0	0.000780539	0.000345901	Chloroflexi	0.000295912
BACasv723	0	0	0	0	0	0.000346921	0	0	Armatimonadetes	4.34E-05
BACasv724	0	0	0	0	0	0	0	0.000807103	Proteobacteria	0.000100888
BACasv726	0	0	0	0	0	0.0001239	0	0	Cyanobacteria	1.55E-05
BACasv730	0.000640299	0.0003402	0	0	0	0	0	0	Proteobacteria	0.000122562
BACasv731	0.000147761	0.0004914	0	0	0	0	0	0	Planctomycetes	7.99E-05
BACasv732	0	0.0004914	0	0	0	0	0	0	Acidobacteria	0.000061425
BACasv733	0	0.0004914	0.00057006	0	0	0	0	0	Actinobacteria	0.000132683
BACasv734	0	0.000831601	0	0	0	0	0	0	Proteobacteria	0.00010395
BACasv735	0	0.0004914	0.00028503	0.000462204	0	0	0	0	Entotheonellaeota	0.000154829
BACasv736	0	0.0004914	0	0	0	0	0	0	Elusimicrobia	0.000061425
BACasv737	0	0.0004914	0	0	0	0	0	0	Elusimicrobia	0.000061425
BACasv738	0.000492538	0.0004914	0	0	0	0	0	0	Planctomycetes	0.000122992
BACasv739	0	0	0.000741079	0.000336149	0	0	0	0	Acidobacteria	0.000134654
BACasv740	0	0	0	0.000546241	0	0	0	0	Acidobacteria	6.83E-05
BACasv741	0	0	0	0.000546241	0	0	0	0	Actinobacteria	6.83E-05
BACasv742	0	0	0	0	0	0.000322141	0	0	Firmicutes	4.03E-05
BACasv743	0	0.0002646	0	0.00029413	0	0	0	0.000749452	Chloroflexi	0.000163523
BACasv744	0	0	0	0	0	0	0	0.000749452	Acidobacteria	9.37E-05
BACasv745	0	0	0	0	0	0	0	0.000749452	Chloroflexi	9.37E-05
BACasv746	0	0	0	0	0	0	0	0.000749452	Proteobacteria	9.37E-05
BACasv747	0	0	0	0	0	0	0	0.000749452	Firmicutes	9.37E-05
BACasv751	0.000591046	0	0	0	0	0	0	0	Proteobacteria	7.39E-05
BACasv752	0.000591046	0	0	0	0	0	0	0	Actinobacteria	7.39E-05
BACasv753	0.000591046	0.0004536	0	0	0	0	0	0	Proteobacteria	0.000130581
BACasv754	0.000591046	0	0	0.000420186	0	0	0	0	Planctomycetes	0.000126404
BACasv755	0.000591046	0	0	0	0	0	0	0	Proteobacteria	7.39E-05
BACasv756	0	0.0004536	0	0	0	0	0	0	Proteobacteria	0.0000567
BACasv757	0.00039403	0.0004536	0	0	0	0	0	0	Actinobacteria	0.000105954
BACasv758	0	0.0004536	0.000456048	0.00029413	0	0	0	0	Acidobacteria	0.000150472
BACasv759	0	0.0004536	0	0	0	0	0	0.000634152	Acidobacteria	0.000135969
BACasv760	0	0.0004536	0	0	0	0	0	0	Proteobacteria	0.0000567
BACasv761	0.00039403	0.0004536	0	0	0	0	0	0	Chloroflexi	0.000105954
BACasv762	0	0	0.000684073	0	0	0	0	0	Bacteroidetes	8.55E-05
BACasv763	0	0.000189	0.000684073	0.000378167	0	0	0	0	Proteobacteria	0.000156405
BACasv764	0	0	0.000684073	0	0	0	0	0	Proteobacteria	8.55E-05
BACasv765	0	0	0.000684073	0.000420186	0	0	0	0	Acidobacteria	0.000138032
BACasv766	0	0	0	0.000504223	0	0	0	0	Proteobacteria	6.30E-05
BACasv767	0	0	0.000513054	0.000504223	0	0	0	0	Bacteroidetes	0.00012716
BACasv768	0.000443284	0.000189	0	0.000504223	0	0	0	0	Verrucomicrobia	0.000142063
BACasv769	0	0	0	0	0	0.000297361	0	0	Firmicutes	3.72E-05
BACasv771	0	0	0	0	0	0	0.001105763	0	Proteobacteria	0.00013822
BACasv772	0	0	0	0	0	0	0.000780539	0	Chloroflexi	9.76E-05
BACasv775	0	0	0.000513054	0	0	0	0	0	Proteobacteria	6.41E-05
BACasv777	0.000541792	0.0002646	0	0	0	0	0	0	Proteobacteria	0.000100799
BACasv778	0.000541792	0.0002268	0.000456048	0.000336149	0	0	0	0	Proteobacteria	0.000195099
BACasv779	0.000246269	0.0004158	0.000228024	0.000210093	0	0	0	0	Proteobacteria	0.000137523
BACasv780	0.000443284	0.0004158	0	0.000378167	0	0	0	0	Bacteroidetes	0.000154656
BACasv781	0	0.0004158	0	0	0	0	0	0	Proteobacteria	0.000051975
BACasv782	0.000344777	0.0004158	0	0	0	0	0	0	Proteobacteria	9.51E-05
BACasv783	0	0.0004158	0	0	0	0	0	0	Actinobacteria	0.000051975
BACasv784	0.00039403	0.0004158	0	0	0	0	0	0	Chloroflexi	0.000101229
BACasv785	0	0.0004158	0	0	0	0	0	0	Chloroflexi	0.000051975
BACasv786	0	0	0.000627066	0	0	0	0	0	Acidobacteria	7.84E-05
BACasv787	0	0	0	0.000462204	0	0	0	0	Actinobacteria	5.78E-05
BACasv788	0	0	0	0	0	0.000272581	0	0	Proteobacteria	3.41E-05
BACasv789	0	0	0	0	0	0.000272581	0	0	Proteobacteria	3.41E-05
BACasv790	0	0	0	0	0	0	0.000715494	0	Chloroflexi	8.94E-05
BACasv791	0	0	0	0	0	0	0.000715494	0	Proteobacteria	8.94E-05
BACasv792	0.000443284	0	0	0.000252111	0	0.000247801	0	0.000634152	Chloroflexi	0.000197169
BACasv793	0	0	0	0	0	0.000173461	0	0	Cyanobacteria	2.17E-05
BACasv796	0	0	0	0	0	0.000223021	0	0	Chloroflexi	2.79E-05
BACasv798	0.000492538	0	0	0	0	0	0	0	Proteobacteria	6.16E-05
BACasv799	0.000492538	0.0002646	0	0	0	0	0	0	Proteobacteria	9.46E-05
BACasv800	0.000492538	0	0	0	0	0	0	0	Proteobacteria	6.16E-05
BACasv801	0.000492538	0	0	0	0	0	0	0	Bacteroidetes	6.16E-05
BACasv802	0.000492538	0	0	0	0	0	0	0	Proteobacteria	6.16E-05
BACasv803	0.000935822	0	0	0.000378167	0	0	0.000585404	0	Bacteroidetes	0.000237424
BACasv804	0.000492538	0	0	0	0	0	0	0	Chloroflexi	6.16E-05
BACasv805	0.000738807	0.000529201	0.000513054	0.000798353	0	0	0.000520359	0.000403551	Chloroflexi	0.000437916
BACasv806	0	0.000378	0	0	0	0	0	0	Verrucomicrobia	0.00004725
BACasv807	0.000197015	0.000680401	0.000399042	0.000126056	0	0	0	0	Planctomycetes	0.000175314
BACasv808	0	0.000378	0	0	0	0	0	0	Acidobacteria	0.00004725
BACasv809	0	0.000378	0	0	0	0	0.000780539	0	Chloroflexi	0.000144817
BACasv810	0	0.000378	0	0	0	0	0	0	Proteobacteria	0.00004725
BACasv811	0.000443284	0.000378	0	0	0	0	0	0	Actinobacteria	0.000102661
BACasv812	0	0.000378	0.000513054	0	0	0	0	0	Proteobacteria	0.000111382
BACasv813	0	0.000378	0	0	0	0	0	0	Proteobacteria	0.00004725
BACasv814	0	0.000378	0	0	0	0	0	0	Actinobacteria	0.00004725
BACasv815	0	0.000378	0	0	0	0	0	0	Acidobacteria	0.00004725
BACasv816	0	0.000378	0	0	0	0	0	0	Proteobacteria	0.00004725
BACasv817	0	0	0.00057006	0	0	0	0	0	Proteobacteria	7.13E-05
BACasv818	0	0	0	0.000420186	0	0	0	0	Proteobacteria	5.25E-05
BACasv819	0	0	0	0.000420186	0	0	0	0	Acidobacteria	5.25E-05
BACasv820	0	0	0	0.000420186	0	0	0	0	Proteobacteria	5.25E-05
BACasv821	0	0	0.000456048	0.000420186	0	0	0	0	Acidobacteria	0.000109529
BACasv822	0	0	0	0.000420186	0	0	0	0	Gemmatimonadetes	5.25E-05
BACasv823	0.000295523	0	0.000912097	0.000798353	0	0	0	0	Dependentiae	0.000250747
BACasv824	0	0	0	0	0	0.000247801	0	0	Proteobacteria	3.10E-05
BACasv825	0	0	0	0	0	0	0.001235853	0	Cyanobacteria	0.000154482
BACasv826	0	0	0	0	0	0	0.000650449	0	Chloroflexi	8.13E-05
BACasv827	0	0	0	0	0	0	0.000650449	0	Proteobacteria	8.13E-05
BACasv828	0	0	0	0	0	0	0.000650449	0	Proteobacteria	8.13E-05
BACasv829	0	0	0	0	0	0	0	0.000576502	Acidobacteria	7.21E-05
BACasv833	0	0	0.000342036	0	0	0	0	0	Bacteroidetes	4.28E-05
BACasv836	0.000443284	0	0	0	0	0	0	0	Proteobacteria	5.54E-05
BACasv837	0.000443284	0	0	0	0	0	0	0	Nitrospirae	5.54E-05
BACasv838	0.000443284	0.0001134	0	0	0	0	0	0	Proteobacteria	6.96E-05
BACasv839	0.000443284	0	0	0.000252111	0	0	0	0	Proteobacteria	8.69E-05
BACasv840	0.000689553	0	0	0	0	0	0	0	Verrucomicrobia	8.62E-05
BACasv841	0.000443284	0.0003402	0	0	0	0	0	0	Proteobacteria	9.79E-05
BACasv842	0.000443284	0	0	0	0	0	0	0	Chloroflexi	5.54E-05
BACasv843	0.000443284	0	0	0	0	0	0	0	Proteobacteria	5.54E-05
BACasv844	0.000443284	0	0	0	0	0	0	0	Bacteroidetes	5.54E-05
BACasv845	0.000443284	0	0	0	0	0	0	0	Actinobacteria	5.54E-05
BACasv846	0.000443284	0	0	0	0	0	0	0	Proteobacteria	5.54E-05
BACasv847	0	0.0003402	0	0	0	0	0	0	Acidobacteria	0.000042525
BACasv848	0	0.0003402	0	0	0	0	0	0	Verrucomicrobia	0.000042525
BACasv849	0	0.0003402	0	0	0	0	0	0	Proteobacteria	0.000042525
BACasv850	0	0.0003402	0.000456048	0	0	0	0	0	Proteobacteria	0.000099531
BACasv851	0	0	0.000513054	0	0	0	0	0	Verrucomicrobia	6.41E-05
BACasv852	0.000246269	0.0002646	0.000684073	0	0	0	0	0	Proteobacteria	0.000149368
BACasv853	0	0	0.000513054	0	0	0	0	0	Planctomycetes	6.41E-05
BACasv854	0	0	0.000513054	0	0	0	0	0	Proteobacteria	6.41E-05
BACasv855	0	0	0.000513054	0	0	0	0	0	Proteobacteria	6.41E-05
BACasv856	0	0	0	0.000378167	0	0	0	0	Elusimicrobia	4.73E-05
BACasv857	0	0	0	0.000378167	0	0	0	0	Proteobacteria	4.73E-05
BACasv858	0	0	0	0.000378167	0	0	0	0	Acidobacteria	4.73E-05
BACasv859	0	0	0	0	0	0.000223021	0	0	Patescibacteria	2.79E-05
BACasv860	0	0	0	0	0	0	0	0.000518852	Chloroflexi	6.49E-05
BACasv861	0	0.0002646	0	0	0	0	0	0.000518852	Chloroflexi	9.79E-05
BACasv862	0	0	0	0	0	0	0	0.000518852	Proteobacteria	6.49E-05
BACasv863	0	0	0	0	0	0	0	0.000518852	Actinobacteria	6.49E-05
BACasv864	0	0	0	0	0	0	0	0.000518852	Actinobacteria	6.49E-05
BACasv870	0	0.0001134	0	0	0	0	0	0	Dependentiae	0.000014175
BACasv873	0.000689553	0.0001512	0	0	0	0	0	0	Gemmatimonadetes	0.000105094
BACasv874	0.00039403	0.0002646	0	0	0	0	0	0	Proteobacteria	8.23E-05
BACasv875	0	0.0003024	0	0	0	0	0	0	Acidobacteria	0.0000378
BACasv876	0	0.0003024	0.00028503	0.000336149	0	0	0	0	WS2	0.000115447
BACasv877	0	0.0003024	0	0	0	0	0	0	Proteobacteria	0.0000378
BACasv878	0	0.0003024	0.00028503	0	0	0	0	0	Acidobacteria	7.34E-05
BACasv879	0	0.0003024	0	0	0	0	0	0	Proteobacteria	0.0000378
BACasv880	0	0	0.000456048	0	0	0	0	0	Bacteroidetes	0.000057006
BACasv881	0	0	0.000456048	0	0	0	0	0	Proteobacteria	0.000057006
BACasv882	0.000246269	0.0002646	0.000456048	0	0	0	0	0	Planctomycetes	0.000120865
BACasv883	0	0	0.000456048	0	0	0	0	0	Proteobacteria	0.000057006
BACasv884	0.000295523	0	0.000456048	0.00029413	0	0	0	0	Bacteroidetes	0.000130713
BACasv885	0	0	0	0.000336149	0	0	0	0	Proteobacteria	4.20E-05
BACasv886	0	0	0	0.000336149	0	0	0	0	Bacteroidetes	4.20E-05
BACasv887	0	0.0002268	0.000114012	0.000336149	0	0	0	0	Proteobacteria	8.46E-05
BACasv888	0	0	0	0.000336149	0	0	0	0	Proteobacteria	4.20E-05
BACasv889	0	0	0	0	0.000423639	0	0	0	Firmicutes	5.30E-05
BACasv890	0	0	0	0	0.000423639	0.000198241	0	0	Cyanobacteria	0.000077735
BACasv891	0	0	0	0	0	0	0.000520359	0	Chloroflexi	6.50E-05
BACasv892	0	0	0	0	0	0	0.000520359	0	Proteobacteria	6.50E-05
BACasv893	0	0	0	0	0	0	0.000520359	0	Firmicutes	6.50E-05
BACasv894	0	0	0	0	0	0	0	0.000461201	Proteobacteria	5.77E-05
BACasv895	0	0	0	0	0	0	0	0.000461201	Bacteroidetes	5.77E-05
BACasv896	0	0	0	0	0	0	0	0.000461201	Actinobacteria	5.77E-05
BACasv904	0.000344777	0	0	0	0	0	0	0	Actinobacteria	4.31E-05
BACasv905	0.000344777	0	0	0	0	0	0	0	Proteobacteria	4.31E-05
BACasv906	0.000689553	0	0	0	0	0	0	0	Acidobacteria	8.62E-05
BACasv907	0.000344777	0	0	0	0	0	0	0	Proteobacteria	4.31E-05
BACasv908	0	0.0002646	0	0	0	0	0	0	Proteobacteria	0.000033075
BACasv909	0	0.0002646	0	0	0	0	0	0	Chloroflexi	0.000033075
BACasv910	0	0.0002646	0	0	0	0	0	0	Proteobacteria	0.000033075
BACasv911	0	0.0002646	0	0	0	0	0	0	Nitrospirae	0.000033075
BACasv912	0	0	0.000399042	0.000252111	0	0	0	0	Proteobacteria	8.14E-05
BACasv913	0	0	0	0.00029413	0	0	0	0	Bacteroidetes	3.68E-05
BACasv914	0.000147761	0	0	0.00029413	0	0	0	0	Planctomycetes	5.52E-05
BACasv915	0	0	0.000228024	0.00029413	0	0	0	0	Latescibacteria	6.53E-05
BACasv916	0	0	0	0.00029413	0	0	0	0	Proteobacteria	3.68E-05
BACasv917	0	0	0	0.00029413	0	0	0	0	Firmicutes	3.68E-05
BACasv918	0	0	0	0	0	0.000173461	0	0	Bacteroidetes	2.17E-05
BACasv919	0	0	0	0	0	0.000173461	0	0	Planctomycetes	2.17E-05
BACasv920	0	0	0	0	0	0.000173461	0	0	Firmicutes	2.17E-05
BACasv921	0	0	0	0	0	0	0.000455314	0	Cyanobacteria	5.69E-05
BACasv922	0	0	0	0	0	0	0	0.000403551	Firmicutes	5.04E-05
BACasv923	0	0	0	0	0	0	0	0.000403551	Chloroflexi	5.04E-05
BACasv924	0	0	0	0	0	0	0	0.000403551	Bacteroidetes	5.04E-05
BACasv938	0.000295523	0	0	0	0	0	0	0	Bacteroidetes	3.69E-05
BACasv939	0.000295523	0	0	0	0	0	0	0	Firmicutes	3.69E-05
BACasv940	0.000295523	0	0	0	0	0	0	0	Acidobacteria	3.69E-05
BACasv941	0.000295523	0	0	0	0	0	0	0	Acidobacteria	3.69E-05
BACasv942	0.000295523	0	0	0	0	0	0	0	Gemmatimonadetes	3.69E-05
BACasv943	0.000295523	0	0	0	0	0	0	0	Rokubacteria	3.69E-05
BACasv944	0.000295523	0	0	0	0	0	0	0	Proteobacteria	3.69E-05
BACasv945	0.000197015	0.0002268	0	0.000126056	0	0	0	0	Acidobacteria	6.87E-05
BACasv946	0	0.0002268	0	0	0	0	0	0	Chlamydiae	0.00002835
BACasv947	0	0.0002268	0	0	0	0	0	0	Proteobacteria	0.00002835
BACasv948	0	0.0002268	0	0	0	0	0	0	Chloroflexi	0.00002835
BACasv949	0	0.0002268	0	0	0	0	0	0	Planctomycetes	0.00002835
BACasv950	0	0.0002268	0.000228024	0	0	0	0	0	Actinobacteria	0.000056853
BACasv951	0	0	0.000342036	0	0	0	0	0	Armatimonadetes	4.28E-05
BACasv952	0	0	0.000342036	0	0	0	0	0	Actinobacteria	4.28E-05
BACasv953	0	0	0.000171018	0.000252111	0	0	0	0	Planctomycetes	5.29E-05
BACasv954	0	0	0	0.000252111	0	0	0	0	Bacteroidetes	3.15E-05
BACasv955	0	0	0	0.000252111	0	0	0	0	Chlamydiae	3.15E-05
BACasv956	0.000246269	0	0	0.000252111	0	0	0	0	Proteobacteria	6.23E-05
BACasv957	0	0	0	0	0	0.00014868	0	0	Proteobacteria	0.000018585
BACasv958	0	0	0	0	0	0.00014868	0	0	Firmicutes	0.000018585
BACasv959	0	0	0	0	0	0	0.000390269	0	Gemmatimonadetes	4.88E-05
BACasv960	0	0	0	0	0	0	0	0.000345901	Actinobacteria	4.32E-05
BACasv961	0	0	0	0	0	0	0	0.000345901	Actinobacteria	4.32E-05
BACasv973	0.000246269	0	0	0	0	0	0	0	Bacteroidetes	3.08E-05
BACasv974	0.000246269	0.0001512	0	0	0	0	0	0	Proteobacteria	4.97E-05
BACasv975	0.000246269	0	0	0	0	0	0	0	Actinobacteria	3.08E-05
BACasv976	0.000246269	0	0	8.40E-05	0	0	0	0	Chloroflexi	4.13E-05
BACasv977	0.000197015	0.000189	0	0	0	0	0	0	Proteobacteria	4.83E-05
BACasv978	0	0.000189	0	0	0	0	0	0	Planctomycetes	0.000023625
BACasv979	0	0.000189	0	0	0	0	0	0	Gemmatimonadetes	0.000023625
BACasv980	0	0.000189	0	0	0	0	0	0	Bacteroidetes	0.000023625
BACasv982	0	0	0.00028503	0	0	0	0	0	Proteobacteria	3.56E-05
BACasv983	0	0	0	0.000210093	0	0	0	0	Proteobacteria	2.63E-05
BACasv984	0	0	0	0.000210093	0	0	0	0	Armatimonadetes	2.63E-05
BACasv985	0	0	0.000228024	0.000210093	0	0	0	0	Proteobacteria	5.48E-05
BACasv986	0	0	0	0	0.000264774	0	0	0	Cyanobacteria	3.31E-05
BACasv987	0	0	0	0	0	0.0001239	0	0	Bacteroidetes	1.55E-05
BACasv988	0	0	0	0	0	0.0001239	0	0	Dependentiae	1.55E-05
BACasv989	0	0	0	0	0	0	0.000325224	0	Proteobacteria	0.000040653
BACasv990	0	0	0	0	0	0	0.000325224	0	Actinobacteria	0.000040653
BACasv991	0	0	0	0	0	0	0.000325224	0	Cyanobacteria	0.000040653
BACasv992	0	0	0	0	0	0	0	0.000288251	Chloroflexi	3.60E-05
BACasv998	0.000197015	0	0.000114012	0	0	0	0	0	Verrucomicrobia	3.89E-05
BACasv999	0.000197015	0	0	0	0	0	0	0	Bacteroidetes	2.46E-05
BACasv1000	0	0.0001512	0	0	0	0	0	0	Proteobacteria	0.0000189
BACasv1001	0	0.0001512	0	0	0	0	0	0	Proteobacteria	0.0000189
BACasv1002	0	0.0001512	0	0	0	0	0	0	Bacteroidetes	0.0000189
BACasv1003	0	0.0001512	0	0.000126056	0	0	0	0	Gemmatimonadetes	0.000034657
BACasv1004	0	0.0001512	0	0	0	0	0	0	Proteobacteria	0.0000189
BACasv1005	0	7.56E-05	0.000228024	0	0	0	0.000195135	0	Patescibacteria	6.23E-05
BACasv1006	0	0	0.000228024	0	0	0	0	0	Acidobacteria	0.000028503
BACasv1007	0	0	0	0.000168074	0	0	0	0	Proteobacteria	2.10E-05
BACasv1008	0	0	0	0.000168074	0	0	0	0	Acidobacteria	2.10E-05
BACasv1009	0	0.0001134	0	0.000168074	0	0	0	0	Chloroflexi	3.52E-05
BACasv1011	0	0	0	0	0	0	0.00026018	0	Chloroflexi	3.25E-05
BACasv1012	0	0	0	0	0	0	0.00026018	0	Chloroflexi	3.25E-05
BACasv1013	0	0	0	0	0	0	0.00026018	0	Cyanobacteria	3.25E-05
BACasv1014	0	0	0	0	0	0	0.00026018	0	Actinobacteria	3.25E-05
BACasv1020	0.000147761	0	0	0	0	0	0	0	Bacteroidetes	1.85E-05
BACasv1021	0.000147761	0.0001134	0	0	0	0	0	0	Chloroflexi	3.26E-05
BACasv1022	0	0.0001134	0	0	0	0	0	0	Planctomycetes	0.000014175
BACasv1023	0	0.0001134	0.000114012	0	0	0	0	0	Planctomycetes	2.84E-05
BACasv1024	0	0	0.00028503	0	0	0	0	0	Chlamydiae	3.56E-05
BACasv1025	0	0	0.000114012	0.000126056	0	0	0	0	Proteobacteria	3.00E-05
BACasv1026	0	0	0	0.000126056	0	0	0	0	Proteobacteria	0.000015757
BACasv1027	0	0	0	0.000126056	0	0	0	0	Chlamydiae	0.000015757
BACasv1029	0	0	0	0	0	0	0.000195135	0	Chloroflexi	2.44E-05
BACasv1030	0	0	0	0	0	0	0	0.000172951	Cyanobacteria	2.16E-05
BACasv1041	0	0	0.000114012	0	0	0	0	0	Chloroflexi	1.43E-05
BACasv1042	0	0	0.000114012	0	0	0	0	0	Bacteroidetes	1.43E-05
BACasv1045	0	0	0	0	0	0	0.00013009	0	Cyanobacteria	1.63E-05
BACasv1046	0	0	0	0	0	0	0	0.0001153	Bacteroidetes	1.44E-05
